x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51
11.0,3.095101588353063,3.4123635413886975,3.0646935333166025,3.404953606794008,3.3908322742982304,3.4053513855668305,3.4033570914970555,3.389098295027314,3.083867436624853,3.392190540818127,3.1874784603235886,3.4136006632427995,3.400816567304461,3.024961641887649,2.812928492045273,3.08547314628391,3.3926711647437986,3.410270726547646,3.407869931773693,2.7571883104446364,2.9039466682480235,3.4129514253512756,3.306326211104688,3.0948914959630107,3.4072632464123993,2.812099757885812,3.407690133104029,3.311907521302436,3.392302423595267,3.393600472501132,3.0688673529995847,3.0880169610335986,3.4078919554588296,3.4063763232078026,3.0811028619131364,2.9076137441557193,3.0265598188656115,3.0918897092076407,3.0945369693440927,3.4036653710381404,3.0947768856748863,2.9084014346685785,3.385174344428851,3.4092834485892554,3.4085587552902483,2.8690000057760234,3.4038369279691434,3.403839131134454,3.400877866816864,2.913688626622202
12.0,3.3367987416747926,3.093297911359323,3.4139598436755896,3.340549515748513,3.0037062956831804,3.3546543805457834,3.373519702640746,3.087006824758405,3.4094536588390576,2.909443906037189,2.903722382205415,2.810033029030956,3.3790050863889327,3.3018207022898918,3.313430153750685,3.3131165770086017,3.092034757865469,3.342689963273253,2.86766262843305,2.6895857945167343,2.9097715146966925,3.4092668681053984,3.1918121418374774,2.815521415990121,3.401735689219824,3.0399126920386914,3.0394358112682975,3.4138793799400307,3.378053736203517,3.0928445275926744,2.907534573352228,3.079892630800386,3.375704537964744,2.810405145123654,3.0761729276415335,3.231639733624408,3.3799861654285075,3.0093310973753495,3.387427857533865,2.907105971387881,2.6929251369288627,3.175093881625541,3.406300557910215,3.0927302213300973,2.787502386472294,3.4115727944266645,3.3483182365195465,3.0957723343335926,3.414016906578388,3.375941900948116
13.0,-32.78456835030674,6.7005694818095565,6.128712481796485,6.639863359318102,6.550147665137818,-2.2788837363133756,-4.662135145805147,5.557087559172746,-2.5302265739690473,1.542158436419572,6.466967276738168,5.3316013135011975,6.471373342254256,5.65166522676085,-56.817334869151146,-55.183585157099046,6.282280543457617,6.676038665880756,6.106327150464347,5.868792560867366,6.633134350869523,6.676038665880756,0.2781971751842186,6.1235710455054475,5.8645042792674635,6.691414842900942,6.542344234477558,-0.6136653792735158,6.702402756745268,4.717531401418831,6.53916347670936,6.423031540405477,5.380141109655947,4.027067430237153,-0.730720406105788,-56.64879468620441,-20.859053526540077,6.553050490333279,6.552019632874872,6.267624988530951,4.087386988201176,3.426228322390197,5.830105107545112,-20.811750666527296,2.0038314255525926,-0.6136653792735158,6.336059843973612,6.685086644781138,1.5514309036854683,-0.6183712421626235
14.0,6.1236321880029685,-32.844525121398725,-55.25150630736831,1.8140512612591901,-34.262631417192814,0.027391668758243365,5.33829322432984,5.8843843783675105,1.8217766667495945,4.742428475255419,6.547748046528428,-21.367877769661412,4.64368351587434,-56.63897027487166,5.370558066982579,-19.638610240222107,-21.125016020874824,-4.318066666328782,3.8033181463844565,-21.175034453014682,6.149733544001653,1.9070325673830306,5.248799859470581,1.9843422419200416,0.22135320095248132,6.137805194336683,-4.375149158142093,1.970839470688447,6.544292228977336,1.5033186472590545,4.715380149667883,1.4289686666402333,0.9006512668858689,6.468393219412869,5.996360542843516,-55.416427694062065,4.725456156066697,6.338171144735784,1.933015252759496,-2.4577160147723434,6.201108429127577,6.702402756745268,-4.436401120818655,3.2000977661509635,6.680790494620838,6.669672227906263,5.806778070614058,4.526530311138369,-19.57178999299786,6.6978532702652425
15.0,1.1054641344246827,2.6495080120389947,-3.193155135273771,-1.0696249177869948,0.762901910362058,-2.404115503851076,0.8721285256476747,2.3479001470265026,1.4692435923915486,2.6514106699373543,2.2007214192535822,1.7519126744580797,1.2613565043575448,1.3081214843905893,-0.5232946156277525,1.299944089670176,-3.469563410611769,-1.367449786400244,2.1180004452096974,-1.3798756349080292,2.177261761189158,1.5752969453231545,2.4125006479623106,-1.444246906239699,-0.5016427127777826,-1.3224708752235832,-1.1671588762242069,0.9234218642975561,2.4033025250920907,2.787070082821476,0.7056472283144445,1.765452522174849,2.1894736850332612,-1.0857318938910625,2.371638330851609,2.626828908549524,-0.9135841761674115,-2.1858545643330496,-44.08993292166472,1.4717874095997538,2.7877580629937504,2.195318993858433,0.9381309351328647,2.207658569497394,1.1762084664323091,1.312372307888572,2.7322235103853525,2.574272232774972,-1.2586196969446743,-0.5242030762671152
16.0,0.6588835988748736,-27.211550508704416,2.31983276918961,-3.9991415621653785,0.9859831843324006,2.136674935111851,-13.558042127614282,0.667932701519779,-11.43893765976706,-3.9999597736593526,-3.1753556938284233,-3.873540216709923,-0.28869024984619435,-3.792281054880433,-1.2765929572540187,-3.6510537393563807,-44.848339210018324,-3.798277707588184,-3.7336238852847274,-0.734447485514685,0.46406836149125985,-3.3849272696931094,-44.20503273324684,0.9019951305392931,0.6933848183082064,-3.3711295078048655,-2.0323003422157995,-21.55587854500208,-2.653123805615712,-3.9657414246365996,-1.6239797489665706,-1.8486869222349163,1.154076855651947,-4.055836125428106,1.6667001341679244,-2.863212827517245,-3.2974750753262176,-45.67668987512913,-2.922643110534783,-30.60596854068542,-3.9999597736593526,-3.6357280750902974,-1.9180585376678256,1.6532720886312262,-2.8346898717925275,-2.834141575639924,-3.915354263019191,-4.085430151820587,-16.891170221838117,-2.6136307354309154
17.0,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526
18.0,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526,-3.9999597736593526
19.0,2.0929219402150805,2.761511588948074,2.7509602280256917,2.6538138971182814,2.598375514762953,2.6717261867827493,2.1064810896473465,2.764325473509752,2.736663668441413,2.6276339287145425,2.727886591455563,2.7296674966448817,2.4469638005560816,2.7520547671084534,2.656087796392232,2.730071267262991,2.6599701145713337,2.7584787759010747,2.1460827361536534,2.7606937209686597,2.707259186201873,2.761511588948074,1.7210514524872318,2.6051326589003243,2.1028617583106928,2.0761857087517903,2.7498409162247146,2.122245176620724,2.50102879496385,2.528119848830391,2.646232789190707,2.731624633591204,2.6763306639923434,2.7445444290598418,2.6300201247657977,2.727460103944855,1.733911889320027,2.6293423969397614,2.1118234392034823,2.7575978606728238,2.764449726052316,2.735874225641344,2.114417865957053,1.8630205687616785,2.6936703974224794,2.7295456088397096,2.0981288626718326,2.148243142364057,2.321598819795561,2.761482948166583
20.0,1.7797387964224802,1.7395542296138422,2.616165064423762,2.135521202921422,2.041924401214288,2.576784717601126,2.609235033093197,2.5250362363394703,2.756223308929485,2.731287130858928,2.3895509047729195,2.394873304611714,2.0610422459001243,1.990443924415638,1.7154255195103503,2.6483048281426917,2.5904858899190195,2.502696371939485,2.7672572358119516,2.757038293273369,2.614147132513279,2.7598155769613424,2.4573543002912297,2.6827535811715824,2.74762314012315,2.6833579087480683,2.1313102458593325,2.4675659170967648,2.748367829304756,2.6118578752226744,2.385325977043302,2.7133070454300086,2.0632647125845316,2.1114045311978358,2.7303289274379505,2.524480472432688,2.626177354554443,2.17976786594254,2.6853709174830915,2.6337585048722882,2.6661941257233672,2.7510810306965214,2.756778558269651,1.7535743124198837,2.1372030678373557,2.7674828364993864,1.6598229754703058,2.7111066033805393,1.735014617082181,2.0381691206089276
21.0,2.469341964961879,2.4370767363241543,2.469327855649478,2.3781366467610714,2.02314966337537,1.755361353030088,2.264587556184212,2.138532863784983,1.6618176090075354,2.4657818803354736,2.384894064987271,1.9792671502037964,1.9116997370428253,2.464270688390417,1.8562998333762166,2.434262618195302,2.459853335481201,2.314510165756019,2.4017542647254757,1.7908045852670353,1.6049307311102545,2.4658106522616503,2.3300037199299184,1.7416778620110311,2.2530377665426125,2.314510165756019,2.051695566872534,2.4575426037194004,2.4364082329892804,2.3678320473781227,2.45363003418468,2.232246420225313,2.4696126327568435,2.2591877523213886,2.3881377007728255,2.3670053282578323,2.4574929038710893,1.8007338409506604,2.3144316180155484,2.3637326082401784,2.4236816109913133,1.9747331925192617,2.461372414387086,2.4060683615542247,1.9446529493108442,2.3138984519006898,2.149263315059439,1.9176684478747963,2.3569524945313485,2.435742344464407
22.0,1.47125491462645,1.6271408755672423,1.5699936667699301,1.566871664956492,1.6161046719926133,1.633010141918699,1.8351520905958487,2.1190773193814674,1.4857924450829052,1.9834269799379802,2.186908101673607,1.7445540292948394,2.021052551946259,1.9650148515739811,1.5913931832307695,1.2504323595722375,1.8647111563467742,1.3437728018102622,1.5332259461957383,1.3271812049032246,1.9665641725399885,1.7311036438076408,1.626103248501365,1.6012282319479123,1.192278053678558,1.2602609737354797,1.448741424813899,2.071197737548771,2.28549723033915,1.2891599110546037,1.8690687099002612,1.9156112048024738,1.47093873896833,1.5163407176355053,1.5472376761720539,1.6351450515598251,2.4155172728543577,1.655018402949899,2.2288042833041506,1.960376903809504,1.5180398714132222,2.0108928811941382,1.7660933033350603,1.711201334369874,1.3595201444646037,1.468919029908824,1.5624581128772825,1.6903026377905268,1.5144982835699214,1.5428778153884204
23.0,0.5792148930527069,0.16738605883352672,0.18390432237974025,0.43518573539515215,0.22993830735962414,0.16744669889794944,0.11945629680324278,0.297702287101221,0.16708129779593425,0.16601729473713123,0.44409541860832086,0.16642778854973972,0.16549222857934232,0.15399029187241192,0.3269964214623944,0.16648449194499157,0.15613046432127115,0.5885083738160657,0.589566508248254,0.4406696409015412,0.5315660634670895,0.12095055603236415,0.1336775806976193,0.5780676856697926,0.41748293563670585,0.16549265380659023,0.4853340082284506,0.1557726195013013,0.15051039778567615,0.15764326896786937,0.38501533514446484,0.1256187107159296,0.16407805068120707,0.16157498520941374,0.1549626586727377,0.234908978375344,0.16211503417826756,0.104251244264165,0.5518642072069484,0.5907199188398402,0.10249733369140072,0.5839515853459306,0.15001989413772832,0.16555347132551831,0.1366533229208074,0.5744122009591494,0.3827748990554891,0.16423821379037043,0.5925784467879586,0.5920652036323923
24.0,0.1629261277292938,0.17559221507492787,0.11982597544954546,0.143437688902249,0.11000451557072036,0.2718803367964359,0.1420440998740313,0.09028802429521862,0.14335404740066127,0.20484975408161646,0.09539001724811934,0.1157884784392466,0.32930916385567777,0.1271748168530962,0.14308580366285384,0.10981313244994657,0.11579161956362044,0.1510218977882533,0.10182179293889376,0.25864722401730894,0.1363417166856281,0.12364726837953169,0.10528450263230157,0.12231867266423584,0.10203613055160472,0.13578870393365944,0.14381899854129135,0.12655013410551852,0.0909017364193687,0.14780978547516194,0.12815444687498564,0.1344872038251163,0.09883619317369165,0.12176342172004864,0.18448778449337702,0.10422961196664968,0.09333301334694466,0.19623435520047627,0.10295726013936005,0.11870312577065598,0.0998742491120953,0.0956395058510213,0.10204690458603814,0.14769646110440324,0.12853447230675674,0.1286965284606792,0.14228394900619468,0.14518128036204603,0.11566588343284982,0.10180371294146169
25.0,3.381737763021587,3.361218994420833,3.3676401854647744,3.382986777895157,3.3709733447762504,3.0486964904522917,3.2543731396180595,3.069441697263626,3.2462365004475466,3.3662061693158933,3.383003642276223,3.346806025943387,3.3530499839435377,3.3816919241844983,3.349520953259879,3.2182888821018794,3.055893544197577,3.380538025214491,3.307745171379744,3.0248279701364122,3.3311565216448447,3.2948265234573793,3.380254765684122,3.383817259985199,3.066064645820715,3.2771302055498643,3.3796508576917446,3.2886549198885957,3.336427877014299,3.3797609788341565,3.074162739460135,3.3834236146485828,3.3823708285025735,3.298486776038204,3.3805908748315834,3.330007523571796,3.3806270764496156,3.340054668342452,3.3384734568825056,3.383624184689026,3.3746746511957477,3.3551453243709752,3.3594814516594713,3.380938099179696,3.337634766411243,3.374625933880037,3.353457373838632,3.3679475352866484,3.379961024399946,3.0902998496098677
26.0,3.0521583184174412,3.3832844257559365,3.2522795229537116,3.2377711007948875,2.7935451186655764,3.216737478889664,3.3135603693346876,3.0674074170231087,3.372858151109261,3.378147845459675,3.375224258950367,3.3232345151555833,3.2224614531688136,3.3309635531669772,3.313581449477228,3.370906637663957,3.3757377592649145,3.3134513865738477,3.162880258406069,3.238201869882249,3.0267102965271393,3.121777253419293,3.306804450866626,2.908954026824992,3.3545765134043806,3.0427522168663033,3.231163719262397,2.9836321609935386,3.3199282988326257,3.0985873536787905,3.3659987449871123,3.0777488817329854,3.34610525528176,2.9822320890891567,3.3623756723036924,3.0329493237534617,3.3504722616521154,3.2053428059737694,3.2462155026371513,3.262967525256656,3.20732495191706,3.350401444159901,3.303147781278957,3.3803852855873524,2.8657740194853116,3.2869370956699693,3.1843474974210064,3.0285475071221133,3.373533074790894,3.3509216177920376
27.0,3.2195892404248463,3.2093351899577143,3.1879206108524625,3.1071885086186684,2.9141111648898126,2.8990033633748347,3.223036954962796,3.2202270594938125,3.017000231074336,3.123585647475281,3.095465118159776,3.136171870188628,2.935771380211531,3.132247854430728,3.151274357281949,3.1092021712417903,3.1858918811833647,3.233220679437501,3.2329677199163567,3.229390365550394,2.9898800854140672,3.1707545811643367,2.7287517021120666,2.617333823923016,3.233220679437501,2.8531530600571777,3.1047904960595294,3.1682685878694588,3.087757230333905,3.2292188735956424,2.7982933010723805,2.875936912655423,2.8335602734024152,3.20083676359458,2.95726337411849,2.8927185291878477,3.07946444812114,3.226875372634296,2.8652536037694065,3.203917962260394,3.2089571306282547,3.0639769022328087,3.219053965939761,3.2286197959558334,3.2326126828601334,3.1914524753170577,2.8537950419127154,2.911337723716443,3.124592487594787,3.190099776966491
28.0,2.9878128835162117,2.9193970661686572,2.873605133771373,2.591331461313424,3.0834320565709774,2.706504503695907,2.8787480239250978,3.0636648608506003,2.818468748314182,2.725107201472178,2.7427962241966544,2.5529310413369797,2.817706039715101,2.926830713170164,2.960067998949805,2.6185080142100565,2.935106108438422,3.001323153824928,2.677705917920101,2.73702855535154,3.023833942087423,2.9115080745698454,3.1258635465631466,2.9796482356667973,2.832277162703548,2.7672541394972883,3.116291979324061,3.2003974492480545,2.6108805819137877,3.0364207346014798,3.149154749201188,2.653471835966429,3.11779660022034,2.800853984006914,3.052705141189636,2.9429055833972715,2.8805920129314284,2.61718324829472,2.9813718187950737,2.565099192412134,2.5291067411465833,2.937823401252677,2.733497204779616,2.795881153942363,3.041411272502655,2.935842211782387,3.0245466386748956,2.849794729333147,2.9565285461912416,2.8162344203812255
29.0,2.0564559980239747,2.2412139654604375,2.238835950288762,2.227312359017542,2.0741981562604956,2.0894809678110375,2.2351403183214322,2.0865999697484745,2.0559492053151796,2.0870995269772092,2.092698050670492,2.074903349242631,2.136172139831507,2.1851182936158,2.066819748491435,2.1544524697225778,2.2366007698245456,2.0913723643681235,2.2400479699243263,2.0925812613212127,2.2223569676520243,2.0784297602961614,2.240797138018071,2.0742156581273443,2.2429198441277034,2.216802627715826,2.092141774432063,2.0899888439663363,2.1502966122002176,2.0777137461646613,2.075761020917071,2.119140446663913,2.1994966842919155,2.234782963114873,2.237199172461808,2.0823774618288193,2.1553251589793465,2.0823773402401087,2.0891383255800835,2.231606074254556,2.2423124726180332,2.0882742278241992,2.064670002367921,2.242994053129688,2.07423772824653,2.092796484576432,2.0799313589798687,2.1534969927405565,2.2131923712587174,2.0918661543009414
30.0,2.064475138858754,2.0559010720242297,2.0619362461225346,2.070775053449498,2.048456471296437,2.1100221356859237,2.0736144181959304,2.081943096903786,2.0820201387006683,2.058282827182111,2.0771050396348807,2.0588700269931053,2.0644366725011403,2.0587599967817427,2.092217738894345,2.0777793956925343,2.1089459778112727,2.0594686135451643,2.0713228334185807,2.076783384309095,2.1719826394613824,2.071658656057131,2.0592501805340486,2.074989030340601,2.0757638726390275,2.0713008252287888,2.0643969542106846,2.0890775908071113,2.0581930691185493,2.0719283759558063,2.081602442801631,2.188753056264714,2.0773097621639462,2.0825573695829362,2.0748910102789657,2.134615270610712,2.0759561075471282,2.0700656275242952,2.079181244938296,2.053491150969408,2.0615064628685755,2.050047160405064,2.0561819824734413,2.0565557660696068,2.057275702010171,2.073628801681539,2.1402169125279014,2.0719259996222807,2.0667166432590287,2.068487786200189
